Created as New Dataset;Sample 1471 By Administrator Date tirsdag, november 28 2017
cm-1;%T
904,00;71,35
903,00;71,86
902,00;72,34
901,00;72,78
900,00;73,19
899,00;73,58
898,00;73,96
897,00;74,31
896,00;74,66
895,00;75,00
894,00;75,34
893,00;75,65
892,00;75,96
891,00;76,26
890,00;76,55
889,00;76,82
888,00;77,07
887,00;77,33
886,00;77,58
885,00;77,81
884,00;78,03
883,00;78,23
882,00;78,43
881,00;78,63
880,00;78,83
879,00;79,03
878,00;79,24
877,00;79,44
876,00;79,64
875,00;79,84
874,00;80,04
873,00;80,23
872,00;80,41
871,00;80,60
870,00;80,79
869,00;80,98
868,00;81,16
867,00;81,34
866,00;81,50
865,00;81,63
864,00;81,74
863,00;81,83
862,00;81,88
861,00;81,86
860,00;81,76
859,00;81,53
858,00;81,12
857,00;80,40
856,00;79,19
855,00;77,26
854,00;74,36
853,00;70,39
852,00;65,65
851,00;60,92
850,00;57,25
849,00;55,44
848,00;55,71
847,00;57,64
846,00;60,49
845,00;63,57
844,00;66,43
843,00;68,85
842,00;70,76
841,00;72,17
840,00;73,13
839,00;73,72
838,00;74,01
837,00;74,10
836,00;74,10
835,00;74,11
834,00;74,18
833,00;74,33
832,00;74,49
831,00;74,60
830,00;74,50
829,00;74,07
828,00;73,11
827,00;71,44
826,00;68,84
825,00;65,26
824,00;61,02
823,00;56,90
822,00;53,83
821,00;52,46
820,00;52,89
819,00;54,68
818,00;57,21
817,00;59,93
816,00;62,55
815,00;64,91
814,00;66,96
813,00;68,68
812,00;70,11
811,00;71,29
810,00;72,26
809,00;73,05
808,00;73,68
807,00;74,17
806,00;74,53
805,00;74,78
804,00;74,91
803,00;74,92
802,00;74,83
801,00;74,66
800,00;74,48
799,00;74,33
798,00;74,26
797,00;74,28
796,00;74,39
795,00;74,55
794,00;74,69
793,00;74,76
792,00;74,68
791,00;74,40
790,00;73,84
789,00;72,92
788,00;71,56
787,00;69,78
786,00;67,76
785,00;65,82
784,00;64,41
783,00;63,84
782,00;64,20
781,00;65,31
780,00;66,86
779,00;68,54
778,00;70,13
777,00;71,52
776,00;72,68
775,00;73,62
774,00;74,32
773,00;74,69
772,00;74,56
771,00;73,87
770,00;72,77
769,00;71,75
768,00;71,34
767,00;71,75
766,00;72,75
765,00;73,86
764,00;74,74
763,00;75,30
762,00;75,61
761,00;75,81
760,00;75,98
759,00;76,19
758,00;76,42
757,00;76,64
756,00;76,83
755,00;76,97
754,00;77,09
753,00;77,16
752,00;77,21
751,00;77,25
750,00;77,26
749,00;77,26
748,00;77,24
747,00;77,22
746,00;77,19
745,00;77,17
744,00;77,13
743,00;77,07
742,00;77,00
741,00;76,89
740,00;76,72
739,00;76,47
738,00;76,07
737,00;75,45
736,00;74,55
735,00;73,41
734,00;72,21
733,00;71,22
732,00;70,70
731,00;70,74
730,00;71,26
729,00;72,03
728,00;72,84
727,00;73,57
726,00;74,18
725,00;74,65
724,00;75,02
723,00;75,30
722,00;75,52
721,00;75,71
720,00;75,89
719,00;76,09
718,00;76,29
717,00;76,47
716,00;76,64
715,00;76,81
714,00;76,97
713,00;77,12
712,00;77,26
711,00;77,38
710,00;77,50
709,00;77,62
708,00;77,75
707,00;77,88
706,00;78,01
705,00;78,15
704,00;78,27
703,00;78,38
702,00;78,46
701,00;78,52
700,00;78,58
699,00;78,63
698,00;78,69
697,00;78,75
696,00;78,79
695,00;78,81
694,00;78,79
693,00;78,71
692,00;78,54
691,00;78,27
690,00;77,89
689,00;77,43
688,00;77,00
687,00;76,75
686,00;76,78
685,00;77,07
684,00;77,50
683,00;77,93
682,00;78,29
681,00;78,58
680,00;78,79
679,00;78,94
678,00;79,04
677,00;79,11
676,00;79,16
675,00;79,20
674,00;79,23
673,00;79,26
672,00;79,38
671,00;79,65
670,00;80,09
669,00;80,58
668,00;80,76
667,00;80,46
666,00;80,02
665,00;79,71
664,00;79,57
663,00;79,55
662,00;79,58
661,00;79,62
660,00;79,65
659,00;79,69
658,00;79,72
657,00;79,75
656,00;79,77
655,00;79,81
654,00;79,86
653,00;79,88
652,00;79,89
651,00;79,88
650,00;79,88
649,00;79,88
648,00;79,90
647,00;79,91
646,00;79,91
645,00;79,88
644,00;79,85
643,00;79,84
642,00;79,83
641,00;79,82
640,00;79,83
639,00;79,86
638,00;79,90
637,00;79,93
636,00;79,95
635,00;79,96
634,00;79,97
633,00;79,96
632,00;79,95
631,00;79,95
630,00;79,96
629,00;80,00
628,00;80,04
627,00;80,07
626,00;80,08
625,00;80,06
624,00;80,05
623,00;80,05
622,00;80,08
621,00;80,11
620,00;80,14
619,00;80,16
618,00;80,17
617,00;80,18
616,00;80,18
615,00;80,18
614,00;80,18
613,00;80,19
612,00;80,20
611,00;80,21
610,00;80,23
609,00;80,24
608,00;80,25
607,00;80,28
606,00;80,32
605,00;80,35
604,00;80,35
603,00;80,33
602,00;80,30
601,00;80,29
600,00;80,31
599,00;80,34
598,00;80,36
597,00;80,37
596,00;80,37
595,00;80,39
594,00;80,43
593,00;80,47
592,00;80,51
591,00;80,55
590,00;80,58
589,00;80,57
588,00;80,54
587,00;80,52
586,00;80,51
585,00;80,52
584,00;80,52
583,00;80,53
582,00;80,53
581,00;80,53
580,00;80,53
579,00;80,54
578,00;80,56
577,00;80,59
576,00;80,62
575,00;80,64
574,00;80,65
573,00;80,65
572,00;80,64
571,00;80,63
570,00;80,64
569,00;80,66
568,00;80,68
567,00;80,70
566,00;80,70
565,00;80,68
564,00;80,65
563,00;80,62
562,00;80,60
561,00;80,56
560,00;80,51
559,00;80,44
558,00;80,37
557,00;80,27
556,00;80,11
555,00;79,86
554,00;79,52
553,00;79,12
552,00;78,74
551,00;78,42
550,00;78,11
549,00;77,65
548,00;76,74
547,00;74,98
546,00;71,96
545,00;67,50
544,00;62,01
543,00;56,56
542,00;52,47
541,00;50,66
540,00;51,19
539,00;53,42
538,00;56,35
537,00;59,11
536,00;61,23
535,00;62,58
534,00;63,24
533,00;63,32
532,00;62,94
531,00;62,21
530,00;61,24
529,00;60,13
528,00;58,92
527,00;57,63
526,00;56,25
525,00;54,80
524,00;53,40
523,00;52,30
522,00;51,74
521,00;51,87
520,00;52,73
519,00;54,24
518,00;56,21
517,00;58,38
516,00;60,47
515,00;62,36
514,00;64,02
513,00;65,44
512,00;66,66
511,00;67,69
510,00;68,55
509,00;69,26
508,00;69,84
507,00;70,27
506,00;70,50
505,00;70,38
504,00;69,71
503,00;68,41
502,00;66,72
501,00;65,23
500,00;64,55
499,00;64,85
498,00;65,88
497,00;67,14
496,00;68,25
495,00;69,05
494,00;69,55
493,00;69,83
492,00;70,03
491,00;70,32
490,00;70,75
489,00;71,28
488,00;71,77
487,00;72,20
486,00;72,54
485,00;72,82
484,00;73,06
483,00;73,29
482,00;73,53
481,00;73,74
480,00;73,93
479,00;74,12
478,00;74,31
477,00;74,47
476,00;74,59
475,00;74,68
474,00;74,77
473,00;74,86
472,00;74,96
471,00;75,10
470,00;75,24
469,00;75,37
468,00;75,49
467,00;75,61
466,00;75,76
465,00;75,92
464,00;76,11
463,00;76,31
462,00;76,48
461,00;76,57
460,00;76,58
459,00;76,55
458,00;76,49
457,00;76,37
456,00;76,30
455,00;76,23
454,00;76,15
453,00;75,96
452,00;75,64
451,00;75,21
450,00;74,70
