C:\Users\emilbp\PhD\Projects\graphene-production\data\raw_data\xps\20171212_Gr-NH2\20171130_Gr-NH2.vms
C 1s/8
	Characteristic Energy eV	1486.69	Acquisition Time s	1
KE_C 1s/8	BE_C 1s/8	CPS_C 1s/8	C=C (sp2)_1_C 1s/8	C-O/C-N_2_C 1s/8	C=O_3_C 1s/8	p-p* (SUS)_4_C 1s/8	C-C (sp3)_5_C 1s/8	Background_C 1s/8	Envelope_C 1s/8
1190.57	296.124	1103	1184.18	1103	1103	1103	1103	1103	1184.18
1190.67	296.024	1141	1222.76	1141	1141	1141	1141	1141	1222.76
1190.77	295.924	1216	1298.34	1216	1216	1216	1216	1216	1298.34
1190.87	295.824	1159	1241.96	1159	1159	1159	1159	1159	1241.96
1190.97	295.724	1146	1229.64	1146	1146	1146	1146	1146	1229.64
1191.07	295.624	1175	1259.32	1175	1175	1175	1175	1175	1259.32
1191.17	295.524	1230	1315	1230	1230	1230	1230	1230	1315
1191.27	295.424	1164	1249.67	1164	1164	1164	1164	1164	1249.68
1191.37	295.324	1251	1337.35	1251	1251	1251.01	1251	1251	1337.36
1191.47	295.224	1202	1289.03	1202	1202	1202.01	1202	1202	1289.04
1191.57	295.124	1246	1333.81	1246	1246	1246.02	1246	1246	1333.82
1191.67	295.024	1283	1371.61	1283	1283	1283.03	1283	1283	1371.63
1191.77	294.924	1250	1339.41	1250	1250	1250.04	1250	1250	1339.44
1191.87	294.824	1294	1384.21	1294	1294	1294.06	1294	1294	1384.26
1191.97	294.724	1288	1379	1288	1288	1288.09	1288	1288	1379.09
1192.07	294.624	1316	1407.8	1316	1316	1316.13	1316	1316	1407.93
1192.17	294.524	1365	1457.63	1365	1365	1365.19	1365	1365	1457.81
1192.27	294.424	1376	1469.58	1376	1376	1376.27	1376	1376	1469.86
1192.37	294.324	1304	1398.54	1304	1304	1304.39	1304	1304	1398.93
1192.47	294.224	1340	1435.49	1340	1340	1340.56	1340	1340	1436.06
1192.57	294.124	1339	1435.45	1339	1339	1339.8	1339	1339	1436.25
1192.67	294.024	1312	1409.41	1312	1312	1313.13	1312	1312	1410.54
1192.77	293.924	1326	1439.66	1341.3	1341.3	1342.88	1341.3	1341.3	1441.25
1192.87	293.824	1386	1440.63	1341.21	1341.21	1343.41	1341.21	1341.21	1442.83
1192.97	293.724	1346	1441.78	1341.2	1341.2	1344.22	1341.2	1341.2	1444.8
1193.07	293.624	1367	1442.88	1341.15	1341.15	1345.27	1341.15	1341.15	1447.01
1193.17	293.524	1372	1443.98	1341.08	1341.09	1346.67	1341.08	1341.08	1449.57
1193.27	293.424	1434	1444.95	1340.89	1340.9	1348.38	1340.89	1340.89	1452.45
1193.37	293.324	1445	1445.89	1340.68	1340.7	1350.64	1340.68	1340.68	1455.88
1193.47	293.224	1431	1446.87	1340.49	1340.52	1353.64	1340.49	1340.49	1460.04
1193.57	293.124	1494	1447.94	1340.18	1340.22	1357.37	1340.18	1340.18	1465.18
1193.67	293.024	1517	1449	1339.81	1339.88	1362.11	1339.81	1339.81	1471.37
1193.77	292.924	1425	1450.26	1339.64	1339.74	1368.31	1339.64	1339.64	1479.04
1193.87	292.824	1461	1451.44	1339.39	1339.54	1375.93	1339.39	1339.39	1488.14
1193.97	292.724	1501	1452.54	1339.05	1339.29	1385.25	1339.05	1339.05	1498.96
1194.07	292.624	1572	1453.49	1338.57	1338.91	1396.47	1338.57	1338.57	1511.73
1194.17	292.524	1568	1454.52	1338.1	1338.59	1410.01	1338.1	1338.1	1526.92
1194.27	292.424	1607	1455.77	1337.55	1338.26	1426.04	1337.55	1337.55	1544.97
1194.37	292.324	1581	1457.07	1337.05	1338.06	1444.92	1337.05	1337.05	1565.96
1194.47	292.224	1669	1458.19	1336.36	1337.8	1466.6	1336.36	1336.36	1589.87
1194.57	292.124	1714	1459.22	1335.59	1337.61	1491.28	1335.59	1335.59	1616.93
1194.67	292.024	1755	1460.16	1334.72	1337.54	1518.97	1334.72	1334.72	1647.22
1194.77	291.924	1773	1461.06	1333.82	1337.72	1549.59	1333.82	1333.82	1680.73
1194.87	291.824	1770	1462.24	1332.93	1338.27	1582.91	1332.92	1332.92	1717.58
1194.97	291.724	1805	1463.6	1331.95	1339.22	1618.39	1331.95	1331.95	1757.3
1195.07	291.624	1794	1464.98	1331.01	1340.8	1655.45	1331	1331	1799.23
1195.17	291.524	1810	1466.32	1330.02	1343.11	1693.18	1330.01	1330.01	1842.59
1195.27	291.424	1879	1467.52	1328.9	1346.24	1730.41	1328.88	1328.88	1886.41
1195.37	291.324	1905	1468.66	1327.72	1350.51	1765.97	1327.7	1327.7	1929.77
1195.47	291.224	1935	1469.74	1326.48	1356.18	1798.55	1326.45	1326.45	1971.6
1195.57	291.124	2014	1471.33	1325.08	1363.46	1826.72	1325.03	1325.03	2011.49
1195.67	291.024	1992	1473.06	1323.73	1372.95	1849.43	1323.66	1323.66	2048.18
1195.77	290.924	2011	1474.74	1322.36	1384.9	1865.51	1322.25	1322.25	2080.77
1195.87	290.824	2026	1476.39	1320.96	1399.73	1874.16	1320.8	1320.8	2108.86
1195.97	290.724	2102	1477.88	1319.44	1417.75	1874.76	1319.19	1319.19	2132.26
1196.07	290.624	2085	1479.4	1317.98	1439.55	1867.38	1317.61	1317.61	2151.48
1196.17	290.524	2142	1481.08	1316.46	1465.37	1852.17	1315.92	1315.92	2167.33
1196.27	290.424	2152	1483.63	1315	1495.66	1829.85	1314.19	1314.19	2181.56
1196.37	290.324	2203	1486.08	1313.53	1530.56	1801.3	1312.36	1312.36	2194.38
1196.47	290.224	2262	1488.4	1312.09	1570.18	1767.67	1310.41	1310.41	2207.11
1196.57	290.124	2310	1490.62	1310.75	1614.47	1730.27	1308.35	1308.35	2221.06
1196.67	290.024	2307	1492.84	1309.69	1663.26	1690.56	1306.3	1306.3	2237.47
1196.77	289.924	2292	1495.09	1309.05	1716.02	1649.88	1304.27	1304.27	2257.23
1196.87	289.824	2335	1498.35	1308.81	1771.81	1609.24	1302.15	1302.15	2281.77
1196.97	289.724	2307	1502.46	1309.29	1829.6	1569.78	1300.08	1300.08	2310.89
1197.07	289.624	2387	1506.41	1310.47	1887.62	1532.03	1297.84	1297.84	2343.01
1197.17	289.524	2379	1510.36	1312.78	1944.32	1496.76	1295.61	1295.61	2377.39
1197.27	289.424	2425	1514.22	1316.44	1997.62	1464.22	1293.29	1293.29	2412.63
1197.37	289.324	2453	1518.02	1321.84	2045.5	1434.67	1290.9	1290.9	2447.32
1197.47	289.224	2457	1521.8	1329.51	2085.96	1408.22	1288.5	1288.5	2479.98
1197.57	289.124	2482	1528.58	1339.94	2117.09	1384.76	1286.04	1286.04	2512.24
1197.67	289.024	2528	1535.5	1353.72	2137.32	1364.12	1283.49	1283.49	2540.19
1197.77	288.924	2509	1542.46	1371.71	2145.68	1346.2	1280.97	1280.97	2563.16
1197.87	288.824	2540	1549.36	1394.72	2141.53	1330.69	1278.37	1278.37	2581.17
1197.97	288.724	2585	1556.15	1423.56	2124.92	1317.29	1275.68	1275.68	2594.87
1198.07	288.624	2611	1562.89	1459.23	2096.55	1305.73	1272.94	1272.94	2605.59
1198.17	288.524	2557	1571.43	1502.87	2057.74	1295.92	1270.29	1270.29	2617.08
1198.27	288.424	2652	1584.32	1555.17	2009.79	1287.3	1267.45	1267.45	2634.23
1198.37	288.324	2628	1597.25	1617.27	1955.05	1279.89	1264.65	1264.65	2655.52
1198.47	288.224	2660	1610.11	1689.86	1895.45	1273.38	1261.78	1261.78	2683.48
1198.57	288.124	2805	1622.67	1773.27	1832.82	1267.36	1258.6	1258.6	2720.32
1198.67	288.024	2839	1635.15	1867.99	1769.28	1261.91	1255.35	1255.35	2768.28
1198.77	287.924	2851	1647.6	1973.9	1706.56	1256.93	1252.06	1252.06	2828.81
1198.87	287.824	2928	1663.28	2090.2	1645.93	1252.2	1248.61	1248.61	2905.78
1198.97	287.724	2952	1682.65	2215.71	1588.56	1247.72	1245.1	1245.1	2999.33
1199.07	287.624	3179	1703.84	2348.01	1534.82	1243.02	1241.12	1241.12	3106.31
1199.17	287.524	3287	1727.39	2484.64	1485.43	1238.27	1236.91	1236.91	3224.99
1199.27	287.424	3375	1753.72	2622	1440.66	1233.48	1232.51	1232.51	3352.33
1199.37	287.324	3482	1783.22	2755.91	1400.49	1228.57	1227.88	1227.88	3484.55
1199.47	287.224	3580	1816.42	2881.77	1364.82	1223.52	1223.04	1223.04	3617.41
1199.57	287.124	3761	1853.75	2994.55	1333.23	1218.15	1217.81	1217.81	3746.24
1199.67	287.024	3855	1896.12	3089.63	1305.49	1212.62	1212.39	1212.39	3866.7
1199.77	286.924	4001	1944.29	3162.55	1281.07	1206.8	1206.65	1206.65	3974.77
1199.87	286.824	4091	1999.42	3209.78	1259.67	1200.81	1200.71	1200.71	4067.56
1199.97	286.724	4105	2062.93	3228.95	1241.04	1194.8	1194.73	1194.73	4143.54
1200.07	286.624	4142	2136.35	3218.77	1224.71	1188.71	1188.68	1188.66	4202.57
1200.17	286.524	4099	2221.73	3179.59	1210.5	1182.7	1182.76	1182.67	4246.58
1200.27	286.424	4196	2321.14	3112.71	1197.76	1176.49	1176.81	1176.47	4279.04
1200.37	286.324	4262	2437.56	3021.07	1186.27	1170.13	1171.34	1170.12	4305.9
1200.47	286.224	4356	2574.59	2908.15	1175.71	1163.57	1167.49	1163.56	4335.27
1200.57	286.124	4476	2736.78	2778.91	1165.8	1156.75	1168.13	1156.74	4379.41
1200.67	286.024	4568	2930.05	2638.31	1156.42	1149.72	1179.37	1149.72	4454.99
1200.77	285.924	4609	3162.09	2491.25	1147.51	1142.6	1211.84	1142.6	4584.9
1200.87	285.824	4936	3442.49	2341.63	1138.37	1134.79	1279.18	1134.79	4797.31
1200.97	285.724	5110	3785.98	2193.7	1129.19	1126.61	1393.17	1126.61	5122.23
1201.07	285.624	5547	4213.73	2050.18	1119.36	1117.51	1547.62	1117.51	5578.36
1201.17	285.524	6108	4760.14	1913.35	1108.55	1107.23	1702.93	1107.23	6163.26
1201.27	285.424	6817	5482.02	1784.7	1096.41	1095.48	1791.46	1095.48	6868.15
1201.37	285.324	7751	6472.58	1664.9	1082.43	1081.78	1760.59	1081.78	7735.15
1201.47	285.224	8975	7878.62	1553.87	1065.98	1065.53	1619.19	1065.53	8921.06
1201.57	285.124	10836	9909.02	1450.33	1045.73	1045.42	1428.01	1045.42	10696.8
1201.67	285.024	13410	12803.9	1352.46	1020.18	1019.97	1248.13	1019.97	13364.8
1201.77	284.924	16826	16709.3	1258.06	987.572	987.431	1106.82	987.431	17099.5
1201.87	284.824	21361	21432.8	1163.76	945.587	945.492	1000.95	945.492	21706.6
1201.97	284.724	26274	26186	1067.81	893.417	893.354	916.387	893.354	26383.6
1202.07	284.624	30128	29557.1	971.383	833.216	833.175	841.76	833.175	29703.9
1202.17	284.524	30519	29946.7	880.597	772.094	772.067	774.947	772.067	30058.1
1202.27	284.424	26788	26747.9	802.998	718.531	718.514	719.386	718.514	26833.3
1202.37	284.324	20714	21071.6	742.552	677.365	677.354	677.592	677.354	21137.1
1202.47	284.224	14224	14755.1	699.353	649.475	649.468	649.526	649.468	14805
1202.57	284.124	9337	9298.9	669.427	631.589	631.585	631.598	631.585	9336.76
1202.67	284.024	5835	5382.03	649.336	620.877	620.874	620.876	620.874	5410.49
1202.77	283.924	3733	2965.3	635.694	614.469	614.467	614.468	614.467	2986.53
1202.87	283.824	2488	1658.35	626.306	610.612	610.611	610.611	610.611	1674.04
1202.97	283.724	1764	1031.04	619.744	608.237	608.237	608.237	608.237	1042.55
1203.07	283.624	1231	761.767	615.335	606.955	606.955	606.955	606.955	770.148
1203.17	283.524	942	657.77	612.318	606.265	606.265	606.265	606.265	663.823
1203.27	283.424	723	621.607	610.36	606.025	606.025	606.025	606.025	625.943
1203.37	283.324	594	610.289	609.08	606	606	606	606	613.369
1203.47	283.224	501	502.074	503.169	501	501	501	501	504.243
1203.57	283.124	446	446.245	447.515	446	446	446	446	447.76
1203.67	283.024	377	377.051	378.049	377	377	377	377	378.1
1203.77	282.924	367	367.01	367.72	367	367	367	367	367.73
1203.87	282.824	330	330.002	330.49	330	330	330	330	330.492
1203.97	282.724	299	299	299.331	299	299	299	299	299.331
1204.07	282.624	305	305	305.222	305	305	305	305	305.222
1204.17	282.524	274	274	274.147	274	274	274	274	274.147
1204.27	282.424	294	294	294.097	294	294	294	294	294.097
1204.37	282.324	249	249	249.063	249	249	249	249	249.063
1204.47	282.224	243	243	243.041	243	243	243	243	243.041
1204.57	282.124	237	237	237.026	237	237	237	237	237.026
1204.67	282.024	226	226	226.017	226	226	226	226	226.017
1204.77	281.924	218	218	218.011	218	218	218	218	218.011
1204.87	281.824	237	237	237.007	237	237	237	237	237.007
1204.97	281.724	207	207	207.004	207	207	207	207	207.004
1205.07	281.624	201	201	201.003	201	201	201	201	201.003
1205.17	281.524	192	192	192.002	192	192	192	192	192.002
1205.27	281.424	179	179	179.001	179	179	179	179	179.001
1205.37	281.324	190	190	190.001	190	190	190	190	190.001
1205.47	281.224	180	180	180	180	180	180	180	180
1205.57	281.124	164	164	164	164	164	164	164	164
1205.67	281.024	183	183	183	183	183	183	183	183
1205.77	280.924	183	183	183	183	183	183	183	183
1205.87	280.824	164	164	164	164	164	164	164	164
1205.97	280.724	151	151	151	151	151	151	151	151
1206.07	280.624	175	175	175	175	175	175	175	175
1206.17	280.524	182	182	182	182	182	182	182	182
1206.27	280.424	150	150	150	150	150	150	150	150
1206.37	280.324	179	179	179	179	179	179	179	179
1206.47	280.224	158	158	158	158	158	158	158	158
1206.57	280.124	172	172	172	172	172	172	172	172
1206.67	280.024	163	163	163	163	163	163	163	163
1206.77	279.924	153	153	153	153	153	153	153	153
1206.87	279.824	164	164	164	164	164	164	164	164
1206.97	279.724	137	137	137	137	137	137	137	137
1207.07	279.624	140	140	140	140	140	140	140	140
1207.17	279.524	144	144	144	144	144	144	144	144
1207.27	279.424	150	150	150	150	150	150	150	150
1207.37	279.324	148	148	148	148	148	148	148	148
1207.47	279.224	151	151	151	151	151	151	151	151
1207.57	279.124	146	146	146	146	146	146	146	146
1207.67	279.024	137	137	137	137	137	137	137	137
1207.77	278.924	152	152	152	152	152	152	152	152
1207.87	278.824	156	156	156	156	156	156	156	156
1207.97	278.724	167	167	167	167	167	167	167	167
1208.07	278.624	139	139	139	139	139	139	139	139
1208.17	278.524	155	155	155	155	155	155	155	155
1208.27	278.424	159	159	159	159	159	159	159	159
1208.37	278.324	168	168	168	168	168	168	168	168
1208.47	278.224	141	141	141	141	141	141	141	141
1208.57	278.124	138	138	138	138	138	138	138	138
1208.67	278.024	153	153	153	153	153	153	153	153
1208.77	277.924	147	147	147	147	147	147	147	147
1208.87	277.824	155	155	155	155	155	155	155	155
